1|1|1.2|1.1|3.246|225.84|6.37
1|2|1.2|1.1|3.252|225.36|6.38
1|3|1.1|0|3.366|161.95|90.00
1|4|1.2|1.3|2.678|184.41|-3.04
1|5|1.2|1.3|2.677|184.41|-2.57
1|6|1.4|1.3|6.558|170.44|23.75
1|7|1.4|1.3|6.919|170.55|23.70
1|8|1.4|1.3|6.563|170.89|23.79
1|9|1.4|1.3|6.560|170.39|23.59
1|10|1.4|1.3|6.560|170.50|23.63
1|11|1.4|1.5|2.864|116.58|-8.86
1|12|1.4|1.5|2.865|116.53|-8.84
1|13|1.5|1.6|1.705|296.14|-77.46
1|14|1.5|1.6|1.701|296.44|-77.6
1|15|1.6|1.7|2.916|1.66|22.35
1|16|1.6|1.7|2.916|1.71|22.47
1|17|1.7|1.8|3.978|37.36|2.86
1|18|1.7|1.8|3.982|37.60|2.92
1|19|1.8|1.9|4.145|319.67|3.15
1|20|1.8|1.9|4.165|319.18|2.98
1|21|1.10|1.8|4.652|158.71|18.34
1|22|1.10|1.8|4.651|157.69|18.43
1|23|1.10|1.11|2.392|109.50|-32.46
1|24|1.10|1.11|2.395|110.90|-33.18
1|25|1.11|1.12|1.585|72.35|-3.51
1|26|1.11|1.12|1.606|72.66|-3.17
1|27|1.12|1.13|4.522|135.14|11.35
1|28|1.12|1.13|4.516|136.06|11.21
1|29|1.14|1.13|5.928|300.90|30.38
1|30|1.14|1.13|5.933|301.07|30.47
1|31|x1|1.11|1.915|186.25|0.79
1|32|x1|1.11|1.918|186.93|1.27
1|33|2.2|x2|2.829|278.61|-41.69
1|34|2.2|x2|2.829|278.15|-41.95
1|35|2.1|1.11|2.444|195.23|-3.15
1|36|2.1|1.11|2.450|195.54|-3.15
1|37|2.2|2.1|3.345|270.35|-42.9
1|38|2.2|2.1|3.347|270.35|-42.9
1|39|2.3|2.2|9.803|137.22|-23.91
1|40|2.3|2.2|9.806|138.00|-23.68
1|41|2.4|2.2|5.585|174.42|26.10
1|42|2.4|2.2|5.584|174.58|26.25
1|43|2.5|2.4|3.916|133.98|-0.46
1|44|2.5|2.4|3.915|134.37|-0.49
1|45|1.101|1.1|1.113|159.61|-29.67
1|46|1.101||3.236|182.79|60.11
1|47|1.101||2.971|158.83|63.20
1|48|1.101||2.001|181.07|51.92
1|49|1.101||3.229|181.46|51.29
1|50|1.101||3.058|150.27|55.04
1|51|1.101||1.596|144.89|67.32
1|52|1.101||1.715|192.18|62.12
1|53|1.101||1.878|324.63|51.85
1|54|1.101||1.141|349.56|63.79
1|55|1.101||1.124|62.11|74.80
1|56|1.101||1.443|113.23|76.29
1|57|1.101||1.590|142.22|69.85
1|58|1.101||1.308|137.03|50.94
1|59|1.101||1.583|142.23|39.55
1|60|1.101||1.829|144.23|29.83
1|61|1.101||2.099|153.68|29.35
1|62|1.101||2.261|169.51|30.47
1|63|1.101||2.574|182.25|37.95
1|64|1.101||2.402|187.36|42.11
1|65|1.101||1.711|191.97|37.22
1|66|1.101||1.143|192.11|55.30
1|67|1.101||0.891|194.42|39.57
1|68|1.101||0.831|196.41|20.78
1|69|1.101||0.786|194.62|6.64
1|70|1.101||0.859|310.59|38.39
1|71|1.101||1.306|345.35|32.53
1|72|1.101||1.540|340.46|40.93
1|73|1.101||1.120|357.38|12.32
1|74|1.101||1.106|14.30|-4.06
1|75|1.101||1.120|24.93|-13.19
1|76|1.101||1.037|91.05|73.86
1|77|1.101||0.878|91.77|53.51
1|78|1.101||0.970|101.02|34.90
1|79|1.101||1.298|114.70|5.47
1|80|1.101||1.531|112.47|-31.57
1|81|1.101||1.680|113.08|-37.71
1|82|1.101||1.811|110.40|-43.27
1|83|1.101||2.145|108.12|-45.57
1|84|1.101||2.168|95.74|-48.97
1|85|1.101||2.200|86.98|-49.84
1|86|1.101||1.385|99.84|-28
1|87|1.101||1.342|92.14|-25.86
1|88|1.101||1.450|82.86|-26.81
1|89|1.101||1.191|38.56|-28
1|90|1.101||1.288|59.56|-25.59
1|91|1.101||1.505|58.60|-31.87
1|92|1.101||1.424|43.67|-29.48
1|93|1.101||1.768|59.21|-27.95
1|94|1.101||1.216|65.08|-24.2
1|95|1.101||1.253|78.05|-23.76
1|96|1.101||1.812|69.67|-30.75
1|97|1.101||1.755|69.46|-37.3
1|98|1.101||1.249|47.66|-39.78
1|99|1.101||0.982|34.28|-30.46
1|100|1.101||0.541|358.90|-42.95
1|101|1.101||0.351|271.68|26.21
1|102|1.101||0.403|235.74|15.53
1|103|1.101||0.572|203.54|-59.14
1|104|1.101||0.757|180.27|-67.27
1|105|1.101||1.002|173.14|-43.52
1|106|1.101||1.309|173.88|0.55
1|107|1.101||1.562|163.42|5.13
1|108|1.101||1.526|147.94|3.28
1|109|1.101||1.476|136.28|5.62
1|110|1.101||1.497|141.19|4.33
1|111|1.101||1.558|152.29|5.22
1|112|1.101||1.518|160.66|5.82
1|113|1.101||1.334|174.42|4.48
1|114|1.101||0.937|188.03|4.67
1|115|1.101||0.760|197.43|5.75
1|116|1.101||1.376|193.71|29.78
1|117|1.101||1.602|180.99|29.23
1|118|1.101||1.864|174.07|27.09
1|119|1.101||1.889|159.48|21.74
1|120|1.101||1.780|143.51|24.87
1|121|1.101||1.052|125.96|35.07
1|122|1.101||1.112|129.83|48.03
1|123|1.101||1.695|144.79|65.52
1|124|1.101||1.795|146.43|58.94
1|125|1.101||2.373|154.03|40.26
1|126|1.101||2.406|174.01|39.31
1|127|1.101||2.453|178.12|38.81
1|128|1.101||2.452|185.82|41.00
1|129|1.101||2.074|179.90|36.27
1|130|1.101||2.575|172.92|34.46
1|131|1.101||2.439|157.08|38.97
1|132|1.101||2.475|155.65|36.14
1|133|1.101||2.241|150.27|31.02
1|134|1.101||1.832|142.71|25.76
1|135|1.101||1.542|137.73|14.67
1|136|1.101||1.478|135.31|5.84
1|137|1.101||1.435|128.95|-13.74
1|138|1.101||1.224|129.79|-31.46
1|139|1.101||1.139|116.65|-43.25
1|140|1.101||1.023|106.12|-55.03
1|141|1.101||1.185|86.49|-61.89
1|142|1.101||1.205|70.42|-59.49
1|143|1.101||1.551|63.53|-47.41
1|144|1.101||1.940|72.24|-42.85
1|145|1.101||1.875|68.98|-36.95
1|146|1.101||1.920|74.19|-48.53
1|147|1.101||1.875|66.73|-29.23
1|148|1.101||1.935|59.94|-21.11
1|149|1.101||3.427|57.66|-19.04
1|150|1.101||1.188|45.84|-23.41
1|151|1.101||1.244|52.67|-23.82
1|152|1.101||1.272|61.45|-21.82
1|153|1.101||1.693|63.76|-25.22
1|154|1.101||1.388|51.55|-28.22
1|155|1.101||1.142|41.39|-29.05
1|156|1.101||1.035|37.25|-26.48
1|157|1.101||0.865|301.56|37.05
1|158|1.101||0.858|332.97|32.61
1|159|1.101||0.493|243.42|59.25
1|160|1.201|1.2|1.848|8.16|22.59
1|161|1.201|1.2|1.845|7.36|22.64
1|162|1.201|1.2|1.840|8.06|22.64
1|163|1.201||2.211|303.25|28.88
1|164|1.201||1.882|308.80|31.40
1|165|1.201||1.429|315.55|33.68
1|166|1.201||1.660|317.91|36.38
1|167|1.201||1.287|323.75|36.27
1|168|1.201||1.864|333.21|30.64
1|169|1.201||2.921|331.62|5.17
1|170|1.201||2.724|327.89|7.97
1|171|1.201||2.236|325.54|10.35
1|172|1.201||2.000|317.65|8.97
1|173|1.201||1.153|311.11|14.40
1|174|1.201||1.278|314.16|15.38
1|175|1.201||1.435|318.54|15.36
1|176|1.201||1.414|324.70|20.00
1|177|1.201||2.684|348.61|4.35
1|178|1.201||2.461|359.52|5.34
1|179|1.201||2.138|10.11|3.63
1|180|1.201||1.815|21.68|6.88
1|181|1.201||1.326|31.25|11.41
1|182|1.201||1.340|46.19|14.24
1|183|1.201||1.265|62.11|16.59
1|184|1.201||1.252|78.00|24.32
1|185|1.201||1.353|90.90|27.82
1|186|1.201||1.404|90.62|35.27
1|187|1.201||1.297|109.93|41.02
1|188|1.201||1.342|134.91|47.61
1|189|1.201||1.313|146.09|45.87
1|190|1.201||1.317|167.40|43.91
1|191|1.201||1.287|181.27|39.56
1|192|1.201||1.290|189.95|39.34
1|193|1.201||1.244|205.10|39.56
1|194|1.201||1.200|220.33|39.60
1|195|1.201||1.185|231.22|35.15
1|196|1.201||1.073|220.45|18.10
1|197|1.201||1.045|202.41|16.59
1|198|1.201||1.049|170.07|17.09
1|199|1.201||1.103|149.88|18.72
1|200|1.201||1.157|128.61|14.79
1|201|1.201||1.261|110.51|13.75
1|202|1.201||1.189|91.63|11.19
1|203|1.201||1.294|71.64|12.10
1|204|1.201||1.370|53.14|5.18
1|205|1.201||1.388|42.97|-2.75
1|206|1.201||1.431|36.36|-6.29
1|207|1.201||1.813|28.83|-9.56
1|208|1.201||2.153|19.54|-10.06
1|209|1.201||2.397|0.39|-6.19
1|210|1.201||2.592|352.71|0.57
1|211|1.201||2.735|345.80|2.62
1|212|1.201||2.863|341.95|1.43
1|213|1.201||3.084|345.12|-3.67
1|214|1.201||3.000|353.01|-4.50
1|215|1.201||2.186|344.23|-3.50
1|216|1.201||2.070|340.18|-2.61
