10|1|2||0.891|6.4434814453|6.1248779297|82.96875|0|0|0|0|0|0|0|
10|2|2||1.047|5.6414794922|24.5709228516|78.75|0|0|0|0|0|0|0|
10|3|2||1.319|4.8724365234|45.0933837891|80.15625|0|0|0|0|0|0|0|
10|4|2||1.987|1.9061279297|63.7921142578|82.96875|0|0|0|0|0|0|0|
10|5|2||1.85|15.0787353516|63.7591552734|71.71875|0|0|0|0|0|0|0|
10|6|2||1.875|34.4586181641|59.6722412109|54.84375|0|0|0|0|0|0|0|
10|7|2||1.9|42.1600341797|56.2115478516|46.40625|0|0|0|0|0|0|0|
10|8|2||2.038|55.8489990234|44.4232177734|36.5625|0|0|0|0|0|0|0|
10|9|2||1.73|56.6839599609|32.6458740234|35.15625|0|0|0|0|0|0|0|
10|10|2||1.578|56.6619873047|17.0562744141|35.15625|0|0|0|0|0|0|0|
10|11|2||1.275|46.7962646484|13.8702392578|40.78125|0|0|0|0|0|0|0|
10|12|2||1.1|30.9649658203|12.8594970703|46.40625|0|0|0|0|0|0|0|
10|13|2||1.008|34.8651123047|4.5758056641|46.40625|0|0|0|0|0|0|0|
10|14|2||1.226|8.4759521484|40.7208251953|59.0625|0|0|0|0|0|0|0|
10|15|2||1.444|33.2940673828|40.4351806641|40.78125|0|0|0|0|0|0|0|
10|16|2||1.598|18.5504150391|55.0799560547|57.65625|0|0|0|0|0|0|0|
10|17|2||1.691|40.5560302734|50.7293701172|37.96875|0|0|0|0|0|0|0|
10|18|2||2.774|55.5194091797|47.9278564453|22.5|0|0|0|0|0|0|0|
10|19|2||2.895|64.5172119141|47.1697998047|18.28125|0|0|0|0|0|0|0|
10|20|2||2.918|66.8572998047|41.0943603516|15.46875|0|0|0|0|0|0|0|
10|21|2||2.637|60.8367919922|36.3153076172|19.6875|0|0|0|0|0|0|0|
10|22|2||3.122|67.0880126953|32.3052978516|15.46875|0|0|0|0|0|0|0|
10|23|2||3.05|63.7042236328|31.4263916016|18.28125|0|0|0|0|0|0|0|
10|24|2||2.871|63.0230712891|23.1097412109|19.6875|0|0|0|0|0|0|0|
10|25|2||2.335|61.4630126953|22.6373291016|21.09375|0|0|0|0|0|0|0|
10|26|2||2.449|60.6829833984|8.8275146484|15.46875|0|0|0|0|0|0|0|
10|27|2||3.344|74.6356201172|5.7952880859|11.25|0|0|0|0|0|0|0|
10|28|2||3.15|70.3619384766|13.0133056641|12.65625|0|0|0|0|0|0|0|
10|29|2||3.242|67.9339599609|21.2091064453|11.25|0|0|0|0|0|0|0|
10|30|2||3.212|71.9000244141|35.2386474609|9.84375|0|0|0|0|0|0|0|
10|31|2||3.584|73.7347412109|43.8519287109|8.4375|0|0|0|0|0|0|0|
10|32|2||3.538|80.1177978516|35.5902099609|4.21875|0|0|0|0|0|0|0|
10|33|2||4.454|83.2928466797|28.6029052734|1.40625|0|0|0|0|0|0|0|
10|34|2||4.932|88.6541748047|23.6260986328|358.59375|0|0|0|0|0|0|0|
10|35|2||5.469|92.6971435547|17.2100830078|355.78125|0|0|0|0|0|0|0|
10|36|2||4.598|84.2926025391|9.8162841797|0|0|0|0|0|0|0|0|
10|37|2||3.326|75.7781982422|2.6422119141|5.625|0|0|0|0|0|0|0|
10|38|2||3.835|82.3590087891|42.9071044922|2.8125|0|0|0|0|0|0|0|
10|39|2||3.974|86.1602783203|46.9720458984|1.40625|0|0|0|0|0|0|0|
10|40|2||3.875|79.2718505859|57.6068115234|5.625|0|0|0|0|0|0|0|
10|41|2||3.722|45.6536865234|55.1348876953|32.34375|0|0|0|0|0|0|0|
10|42|2||3.489|53.8714599609|54.8492431641|25.3125|0|0|0|0|0|0|0|
10|43|2||3.797|66.6375732422|50.2899169922|11.25|0|0|0|0|0|0|0|
10|44|2||3.682|66.5386962891|59.9468994141|12.65625|0|0|0|0|0|0|0|
10|45|2||3.764|75.8880615234|69.6588134766|7.03125|0|0|0|0|0|0|0|
10|46|2||4.465|47.9937744141|63.5833740234|29.53125|0|0|0|0|0|0|0|
10|47|2||5.318|34.3048095703|63.1109619141|40.78125|0|0|0|0|0|0|0|
10|48|2||5.961|26.0760498047|63.1439208984|46.40625|0|0|0|0|0|0|0|
10|49|2||3.431|21.2420654297|65.3631591797|50.625|0|0|0|0|0|0|0|
10|50|2||3.395|13.9801025391|71.5704345703|59.0625|0|0|0|0|0|0|0|
10|51|2||3.561|5.8062744141|77.2833251953|70.3125|0|0|0|0|0|0|0|
10|52|2||3.996|345.6024169922|83.4686279297|94.21875|0|0|0|0|0|0|0|
10|53|2||4.179|28.8885498047|81.3812255859|50.625|0|0|0|0|0|0|0|
10|54|2||4.133|56.4093017578|74.7344970703|22.5|0|0|0|0|0|0|0|
10|55|2||3.705|69.2633056641|64.1876220703|11.25|0|0|0|0|0|0|0|
10|56|2||5.89|25.4388427734|68.6041259766|35.15625|0|0|0|0|0|0|0|
10|57|2||5.025|17.8253173828|74.0863037109|43.59375|0|0|0|0|0|0|0|
10|58|2||3.606|238.7054443359|82.1392822266|206.71875|0|0|0|0|0|0|0|
10|59|2||4.362|199.3304443359|72.5701904297|250.3125|0|0|0|0|0|0|0|
10|60|2||4.618|180.3240966797|54.9591064453|278.4375|0|0|0|0|0|0|0|
10|61|2||4.328|172.1722412109|47.0599365234|291.09375|0|0|0|0|0|0|0|
10|62|2||4.74|168.3929443359|32.5140380859|300.9375|0|0|0|0|0|0|0|
10|63|2||4.841|169.0631103516|18.2208251953|312.1875|0|0|0|0|0|0|0|
10|64|2||4.867|169.0521240234|5.3558349609|320.625|0|0|0|0|0|0|0|
10|65|2||4.583|167.8656005859|-1.3348388672|323.4375|0|0|0|0|0|0|0|
10|66|2||2.869|166.2506103516|-3.3673095703|326.25|0|0|0|0|0|0|0|
10|67|2||1.203|164.4708251953|-12.1343994141|326.25|0|0|0|0|0|0|0|
10|68|2||0.525|159.9444580078|-24.2083740234|326.25|0|0|0|0|0|0|0|
10|69|2||0.808|108.0010986328|-11.2774658203|345.9375|0|0|0|0|0|0|0|
10|70|2||2.307|124.7442626953|-8.6737060547|345.9375|0|0|0|0|0|0|0|
10|71|2||2.669|134.3243408203|-6.1907958984|344.53125|0|0|0|0|0|0|0|
10|72|2||3.333|136.6314697266|-2.1917724609|344.53125|0|0|0|0|0|0|0|
10|73|2||7.103|137.0269775391|-1.6864013672|344.53125|0|0|0|0|0|0|0|
10|74|2||6.366|132.4127197266|-0.5328369141|344.53125|0|0|0|0|0|0|0|
10|75|2||5.995|140.3448486328|-1.2249755859|344.53125|0|0|0|0|0|0|0|
10|76|2||5.682|148.4857177734|-1.3348388672|344.53125|0|0|0|0|0|0|0|
10|77|2||4.944|152.3638916016|-1.2139892578|344.53125|0|0|0|0|0|0|0|
10|78|2||4.8|143.0804443359|-4.0155029297|345.9375|0|0|0|0|0|0|0|
