12|1|Ma1|Ma1|0.208|3.1915283203|-49.1693115234|16.875|0|0|0|0|0|0|0|
12|2|Ma1||2.779|190.8270263672|8.6077880859|351.5625|0|0|0|0|0|0|0|
12|3|Ma1||2.913|188.5638427734|5.5975341797|352.96875|0|0|0|0|0|0|0|
12|4|Ma1||2.988|186.6412353516|2.9827880859|352.96875|0|0|0|0|0|0|0|
12|5|Ma1||3.311|184.2022705078|-1.1810302734|351.5625|0|0|0|0|0|0|0|
12|6|Ma1||4.207|193.8043212891|5.2789306641|354.375|0|0|0|0|0|0|0|
12|7|Ma1||4.065|196.1224365234|5.8612060547|354.375|0|0|0|0|0|0|0|
12|8|Ma1||4.102|197.4517822266|2.9278564453|355.78125|0|0|0|0|0|0|0|
12|9|Ma1||3.817|202.9119873047|5.7952880859|355.78125|0|0|0|0|0|0|0|
12|10|Ma1||3.973|199.5281982422|7.0697021484|355.78125|0|0|0|0|0|0|0|
12|11|Ma1||4.075|186.9158935547|-0.2032470703|355.78125|0|0|0|0|0|0|0|
12|12|Ma1||3.779|185.4437255859|-2.2796630859|355.78125|0|0|0|0|0|0|0|
12|13|Ma1||3.986|183.7957763672|-5.0592041016|355.78125|0|0|0|0|0|0|0|
12|14|Ma1||3.971|181.2359619141|-7.4212646484|357.1875|0|0|0|0|0|0|0|
12|15|Ma1||2.966|177.9400634766|4.3011474609|343.125|0|0|0|0|0|0|0|
12|16|Ma1||2.932|176.4459228516|-1.2139892578|343.125|0|0|0|0|0|0|0|
12|17|Ma1||2.949|179.1815185547|3.6749267578|343.125|0|0|0|0|0|0|0|
12|18|Ma1||3.057|179.3682861328|-0.5438232422|344.53125|0|0|0|0|0|0|0|
12|19|Ma1||3.173|175.7647705078|-6.2896728516|343.125|0|0|0|0|0|0|0|
12|20|Ma1||3.249|178.5552978516|-5.4656982422|343.125|0|0|0|0|0|0|0|
12|21|Ma1||3.273|181.3238525391|-3.1256103516|344.53125|0|0|0|0|0|0|0|
12|22|Ma1||3.152|174.4244384766|-9.5416259766|341.71875|0|0|0|0|0|0|0|
12|23|Ma1||2.877|172.3370361328|-8.6517333984|341.71875|0|0|0|0|0|0|0|
12|24|Ma1||3.128|170.4913330078|-11.1566162109|340.3125|0|0|0|0|0|0|0|
12|25|Ma1||3.193|169.3707275391|-12.7276611328|338.90625|0|0|0|0|0|1|0|
12|26|Ma1||3.244|167.3931884766|-13.9031982422|338.90625|0|0|0|0|0|0|0|
12|27|Ma1||3.227|166.1077880859|-15.0787353516|337.5|0|0|0|0|0|1|0|
12|28|Ma1||2.916|164.6795654297|-16.4739990234|336.09375|0|0|0|0|0|0|0|
12|29|Ma1||2.937|163.6907958984|-18.8250732422|333.28125|0|0|0|0|0|1|0|
12|30|Ma1||3.169|163.5919189453|-22.2857666016|334.6875|0|0|0|0|0|0|0|
