13|1|Ma7|Ma7|0.229|320.4986572266|69.7247314453|46.40625|0|0|0|0|0|0|0
13|2|Ma7||3.019|237.3760986328|-57.8704833984|295.3125|0|0|0|0|0|0|0
13|3|Ma7||3|189.3218994141|-47.9278564453|246.09375|0|0|0|0|0|0|0
13|4|Ma7||2.939|184.4549560547|-49.7625732422|241.875|0|0|0|0|0|0|0
13|5|Ma7||3.689|197.3419189453|-50.3448486328|253.125|0|0|0|0|0|0|0
13|6|Ma7||4.072|207.6031494141|-48.2464599609|261.5625|0|0|0|0|0|0|0
13|7|Ma7||2.526|174.6990966797|-52.6080322266|219.375|0|0|0|0|0|0|0
13|8|Ma7||2.643|168.7884521484|-42.3248291016|213.75|0|0|0|0|0|0|0
13|9|Ma7||2.983|181.7852783203|-40.8306884766|226.40625|0|0|0|0|0|0|0
13|10|Ma7||3.313|192.1234130859|-43.0279541016|234.84375|0|0|0|0|0|0|0
13|11|Ma7||3.616|204.8675537109|-43.9068603516|247.5|0|0|0|0|0|0|0
13|12|Ma7||3.462|201.9012451172|-39.4903564453|243.28125|0|0|0|0|0|0|0
13|13|Ma7||3.3|195.0787353516|-37.3480224609|236.25|0|0|0|0|0|0|0
13|14|Ma7||2.985|187.3773193359|-33.9532470703|229.21875|0|0|0|0|0|0|0
13|15|Ma7||2.628|178.9947509766|-31.7889404297|220.78125|0|0|0|0|0|0|0
13|16|Ma7||2.639|164.3609619141|-27.6910400391|209.53125|0|0|0|0|0|0|0
13|17|Ma7||2.232|153.1878662109|-26.9659423828|205.3125|0|0|0|0|0|0|0
13|18|Ma7||1.812|150.1995849609|-22.2528076172|206.71875|0|0|0|0|0|0|0
13|19|Ma7||1.808|161.1309814453|-21.6705322266|213.75|0|0|0|0|0|0|0
13|20|Ma7||1.701|174.7430419922|-22.2747802734|220.78125|0|0|0|0|0|0|0
13|21|Ma7||1.939|184.6087646484|-23.2196044922|227.8125|0|0|0|0|0|0|0
13|22|Ma7||1.913|197.3638916016|-24.7686767578|239.0625|0|0|0|0|0|0|0
13|23|Ma7||1.636|189.9920654297|-16.6058349609|237.65625|0|0|0|0|0|0|0
13|24|Ma7||1.583|180.9503173828|-10.6292724609|236.25|0|0|0|0|0|0|0
13|25|Ma7||1.725|176.1492919922|-23.2415771484|230.625|0|0|0|0|0|0|0
13|26|Ma7||1.613|179.0606689453|-4.6527099609|237.65625|0|0|0|0|0|0|0
13|27|Ma7||1.774|176.7425537109|5.5645751953|240.46875|0|0|0|0|0|0|0
13|28|Ma7||1.769|187.4432373047|9.9591064453|237.65625|0|0|0|0|0|0|0
13|29|Ma7||1.733|168.9422607422|0.4229736328|241.875|0|0|0|0|0|0|0
13|30|Ma7||1.731|167.5030517578|-6.9708251953|239.0625|0|0|0|0|0|0|0
13|31|Ma7||1.876|156.9232177734|-20.6927490234|227.8125|0|0|0|0|0|0|0
13|32|Ma7||1.776|146.9256591797|-22.5823974609|222.1875|0|0|0|0|0|0|0
13|33|Ma7||1.805|149.3316650391|-10.3326416016|232.03125|0|0|0|0|0|0|0
13|34|Ma7||1.849|154.1986083984|7.1575927734|241.875|0|0|0|0|0|0|0
13|35|Ma7||1.805|160.5596923828|2.0819091797|243.28125|0|0|0|0|0|0|0
13|36|Ma7||1.992|145.6842041016|-27.4932861328|223.59375|0|0|0|0|0|0|0
13|37|Ma7||2.19|149.3206787109|-45.3460693359|220.78125|0|0|0|0|0|0|0
13|38|Ma7||2.217|153.2537841797|-53.1683349609|220.78125|0|0|0|0|0|0|0
13|39|Ma7||2.294|173.7652587891|-60.6500244141|236.25|0|0|0|0|0|0|0
13|40|Ma7||3.698|208.5369873047|-55.1458740234|264.375|0|0|0|0|0|0|0
13|41|Ma7||7.033|214.4146728516|-48.2135009766|267.1875|0|0|0|0|0|0|0
13|42|Ma7||5.906|204.4720458984|-37.4688720703|258.75|0|0|0|0|0|0|0
13|43|Ma7||5.726|195.4852294922|-29.4049072266|246.09375|0|0|0|0|0|0|0
13|44|Ma7||6.026|206.1639404297|-34.1510009766|251.71875|0|0|0|0|0|0|0
13|45|Ma7||6.042|206.5155029297|-36.1834716797|251.71875|0|0|0|0|0|1|0
13|46|Ma7||5.996|205.2520751953|-38.6334228516|250.3125|0|0|0|0|0|0|0
13|47|Ma7||5.803|199.5941162109|-34.8431396484|246.09375|0|0|0|0|0|0|0
13|48|Ma7||5.718|197.3309326172|-30.3826904297|244.6875|0|0|0|0|0|0|0
