11|1|5|5|0.296|345.9429931641|42.2808837891|23.90625|0|0|0|0|0|0|0
11|2|6||2.707|312.2589111328|-41.5557861328|78.75|0|0|0|0|0|0|0
11|3|6||2.714|311.5338134766|-39.3365478516|78.75|0|0|0|0|0|0|0
11|4|6||2.765|318.4442138672|-41.6766357422|84.375|0|0|0|0|0|0|0
11|5|6||2.731|311.8853759766|-42.5006103516|81.5625|0|0|0|0|0|0|0
11|6|6||2.75|318.9495849609|-44.6759033203|87.1875|0|0|0|0|0|0|0
11|7|6||2.532|336.3519287109|-44.4122314453|97.03125|0|0|0|0|0|0|0
11|8|6||2.523|326.3653564453|-51.2237548828|92.8125|0|0|0|0|0|0|0
11|9|6||2.565|300.2069091797|-50.4107666016|74.53125|0|0|0|0|0|0|0
11|10|6||3.404|306.4251708984|-34.7991943359|81.5625|0|0|0|0|0|0|0
11|11|6||2.837|310.3582763672|-36.1065673828|84.375|0|0|0|0|0|0|0
11|12|6||2.677|316.4447021484|-37.1612548828|88.59375|0|0|0|0|0|0|0
11|13|6||2.707|315.8734130859|-39.8748779297|88.59375|0|0|0|0|0|1|0
11|14|6||3.805|301.1077880859|-34.2498779297|81.5625|0|0|0|0|0|0|0
11|15|6||3.818|302.9644775391|-33.1182861328|81.5625|0|0|0|0|0|1|0
11|16|6||4.311|306.7987060547|-39.0399169922|82.96875|0|0|0|0|0|0|0
11|17|6||3.85|300.2838134766|-46.3128662109|80.15625|0|0|0|0|0|0|0
11|18|6||2.975|309.4903564453|-44.1375732422|85.78125|0|0|0|0|0|0|0
11|19|6||2.714|311.9952392578|-40.9515380859|87.1875|0|0|0|0|0|0|0
11|20|6||2.648|318.2025146484|-37.4359130859|91.40625|0|0|0|0|0|0|0
11|21|6||2.574|316.1590576172|-31.5252685547|92.8125|0|0|0|0|0|0|0
11|22|6|6|0.32|78.7115478516|-2.3236083984|271.40625|0|0|0|0|0|0|0
11|23|7|7v|1.175|312.7862548828|-1.3348388672|57.65625|0|0|0|0|0|0|0
11|24|7v||1.446|40.9075927734|52.1905517578|94.21875|0|0|0|0|0|0|0
11|25|7v||1.441|37.8533935547|42.6763916016|94.21875|0|0|0|0|0|0|0
11|26|7v||1.15|51.6741943359|40.5889892578|87.1875|0|0|0|0|0|0|0
11|27|7v||0.994|72.9217529297|34.5684814453|77.34375|0|0|0|0|0|0|0
11|28|7v||1.054|84.6002197266|40.6658935547|70.3125|0|0|0|0|0|0|0
